experiment_id,remote_dir,status,created_at_local,created_at_utc,seed,problem_name,dataset_name,dataset_family,dataset_key,train_path,model_alias,llm_model,llm_config_path,prompts_type,prompt_level,prompt_family,prompt_naming,prompt_setting,wandb_project,wandb_name,wandb_group,wandb_tags,niterations,samples_per_iteration,max_params,feature_count,feature_names,target_name,progress_entries,final_iteration,best_nmse,best_mse,best_sample_order,llm_prompt_tokens,llm_thinking_tokens,llm_content_tokens,llm_total_tokens,llm_time_seconds,background_sha1,background_preview
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-044158,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-044158,success,2025-11-28T04:41:58.041048+08:00,2025-11-27T20:41:58.041072Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L1_Struct_Anon__s2025,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L1_Struct_Anon__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,248,251,0.27047754136779545,0.03831903920893816,674,1240348,0,779369,2019717,11329.13,d23334035822,"This is a problem from the natural sciences. Args: r, epsilon, p_d, x, y, z: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Ret"
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-043737,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-043737,success,2025-11-28T04:37:37.518197+08:00,2025-11-27T20:37:37.518212Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s10,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s10,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,248,251,0.3289108348582303,0.04659738887539947,515,893544,0,634134,1527678,9454.51,3f808118c742,"These data originate from real-world experiments in the natural sciences. Args: r, epsilon, p_d, x, y, z: Independent variables (anonymized) params: Array of numeric constants or p"
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-043738,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-043738,success,2025-11-28T04:37:38.587399+08:00,2025-11-27T20:37:38.587419Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s18,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s18,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,248,251,0.34402004687070054,0.04873793808548979,946,873052,0,623785,1496837,9517.09,3f808118c742,"These data originate from real-world experiments in the natural sciences. Args: r, epsilon, p_d, x, y, z: Independent variables (anonymized) params: Array of numeric constants or p"
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-043736,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-043736,success,2025-11-28T04:37:36.715435+08:00,2025-11-27T20:37:36.715451Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s2025,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Anon__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,250,251,0.3289108348582303,0.04659738887539947,556,904812,0,649610,1554422,9426.81,3f808118c742,"These data originate from real-world experiments in the natural sciences. Args: r, epsilon, p_d, x, y, z: Independent variables (anonymized) params: Array of numeric constants or p"
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044148,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044148,success,2025-11-28T04:41:48.381533+08:00,2025-11-27T20:41:48.381552Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s10,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s10,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,251,251,0.28423202176247475,0.0402676611569083,445,1023808,0,675001,1698809,9263.0,e7ef2f96370e,"These data originate from real-world experiments in the natural sciences. Args: r represents variable, epsilon represents variable, p_d represents variable, x represents variable, "
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044147,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044147,success,2025-11-28T04:41:47.230328+08:00,2025-11-27T20:41:47.230341Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s18,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s18,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,251,251,0.30601338234986536,0.04335346564238052,23,1037068,0,675642,1712710,8763.55,e7ef2f96370e,"These data originate from real-world experiments in the natural sciences. Args: r represents variable, epsilon represents variable, p_d represents variable, x represents variable, "
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044148,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044148,success,2025-11-28T04:41:48.157906+08:00,2025-11-27T20:41:48.157923Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s2025,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L2_SciPrior_Named__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,251,251,0.28428941022371806,0.04027579148331323,528,1024472,0,672682,1697154,7807.4,e7ef2f96370e,"These data originate from real-world experiments in the natural sciences. Args: r represents variable, epsilon represents variable, p_d represents variable, x represents variable, "
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-070859,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-070859,success,2025-11-28T07:08:59.802366+08:00,2025-11-27T23:08:59.802385Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s10,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s10,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s10,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,246,251,0.31421991632366847,0.04451610005380484,907,1010204,0,696627,1706831,9639.51,4063bb8607e4,"This is an abstract symbolic regression problem. Args: r, epsilon, p_d, x, y, z: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized"
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-070944,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-070944,success,2025-11-28T07:09:44.170684+08:00,2025-11-27T23:09:44.170700Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s18,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s18,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,251,251,0.29854509494998915,0.04229541994937294,899,1101744,0,722769,1824513,10056.2,4063bb8607e4,"This is an abstract symbolic regression problem. Args: r, epsilon, p_d, x, y, z: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized"
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-071340,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-071340,success,2025-11-28T07:13:40.516404+08:00,2025-11-27T23:13:40.516418Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s2025,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Anon__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,247,251,0.33115623355218154,0.04691549854231713,518,1059952,0,703341,1763293,8495.94,4063bb8607e4,"This is an abstract symbolic regression problem. Args: r, epsilon, p_d, x, y, z: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized"
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s10_llmsr_seed1314_20251128-044151,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s10_llmsr_seed1314_20251128-044151,success,2025-11-28T04:41:51.926188+08:00,2025-11-27T20:41:51.926203Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s10,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s10,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s10,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,244,251,0.2955251306443077,0.04186757618070439,80,1154152,0,737796,1891948,9964.9,1451464b5eed,"This is an abstract symbolic regression problem. Args: r represents variable, epsilon represents variable, p_d represents variable, x represents variable, y represents variable, z "
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044151,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044151,success,2025-11-28T04:41:51.958289+08:00,2025-11-27T20:41:51.958306Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s18,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s18,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,244,251,0.2914072088525446,0.041284182802459574,247,1125736,0,740878,1866614,10032.29,1451464b5eed,"This is an abstract symbolic regression problem. Args: r represents variable, epsilon represents variable, p_d represents variable, x represents variable, y represents variable, z "
srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044151,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044151,success,2025-11-28T04:41:51.846920+08:00,2025-11-27T20:41:51.846937Z,1314,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s2025,srbench1.0_feynman_ii_6_15a,srbench1.0,feynman_ii_6_15a,srbench1.0/feynman/feynman_II_6_15a/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_6_15a__llmsr__4omini__L3_Abstract_Named__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,6,"x0,x1,x2,x3,x4,x5",y,251,251,0.30282357183059666,0.04290155945549777,661,1176936,0,761258,1938194,10156.5,1451464b5eed,"This is an abstract symbolic regression problem. Args: r represents variable, epsilon represents variable, p_d represents variable, x represents variable, y represents variable, z "
srbench1-0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.935250+08:00,2025-11-27T20:40:21.935269Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s10,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s10,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s10,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,213,251,5.566795965817763e-12,9.141553384997022e-10,314,704836,0,521892,1226728,7651.03,0ea4b1daf191,"Mathematical function for the energy density Args: Ef represents the electric field strength, epsilon represents the electric permittivity, params: Array of numeric constants or pa"
srbench1-0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044022,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044022,success,2025-11-28T04:40:22.798253+08:00,2025-11-27T20:40:22.798271Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s18,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s18,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s18,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,216,251,6.443059637979641e-12,1.0580515974534754e-09,326,717544,0,550187,1267731,7951.71,0ea4b1daf191,"Mathematical function for the energy density Args: Ef represents the electric field strength, epsilon represents the electric permittivity, params: Array of numeric constants or pa"
srbench1-0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044025,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044025,success,2025-11-28T04:40:25.661801+08:00,2025-11-27T20:40:25.661827Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s2025,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L0_Domain__s2025,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,139,251,7.030963646024877e-12,1.154594670125796e-09,595,556660,0,453014,1009674,6523.97,0ea4b1daf191,"Mathematical function for the energy density Args: Ef represents the electric field strength, epsilon represents the electric permittivity, params: Array of numeric constants or pa"
srbench1-0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-044155,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-044155,success,2025-11-28T04:41:55.811185+08:00,2025-11-27T20:41:55.811202Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s10,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s10,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,0.0028374827413400155,0.46595923612510204,841,1063304,0,682042,1745346,9546.21,757d6b6a398d,"This is a problem from the natural sciences. Args: Ef, epsilon: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Depen"
srbench1-0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-044155,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-044155,success,2025-11-28T04:41:55.838012+08:00,2025-11-27T20:41:55.838028Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s18,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s18,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,0.0014650405722156905,0.24058267420492613,329,1127432,0,709701,1837133,9703.84,757d6b6a398d,"This is a problem from the natural sciences. Args: Ef, epsilon: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Depen"
srbench1-0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-044155,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-044155,success,2025-11-28T04:41:55.750879+08:00,2025-11-27T20:41:55.750895Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s2025,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L1_Struct_Anon__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,0.00013409293161577884,0.022020165647230156,808,1095020,0,712205,1807225,9608.31,757d6b6a398d,"This is a problem from the natural sciences. Args: Ef, epsilon: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Depen"
srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-043530,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-043530,success,2025-11-28T04:35:30.770290+08:00,2025-11-27T20:35:30.770301Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s10,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s10,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,1.5765949223119357e-13,2.589016507399978e-11,568,1146020,0,722431,1868451,10387.22,762e4ef0e23a,"These data originate from real-world experiments in the natural sciences. Args: Ef, epsilon: Independent variables (anonymized) params: Array of numeric constants or parameters to "
srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-043531,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-043531,success,2025-11-28T04:35:31.553754+08:00,2025-11-27T20:35:31.553771Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s18,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s18,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,3.7898357965604933e-13,6.223505669574349e-11,450,1151800,0,728974,1880774,10029.02,762e4ef0e23a,"These data originate from real-world experiments in the natural sciences. Args: Ef, epsilon: Independent variables (anonymized) params: Array of numeric constants or parameters to "
srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-043530,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-043530,success,2025-11-28T04:35:30.748177+08:00,2025-11-27T20:35:30.748189Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s2025,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s2025,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Anon__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,3.97367787767007e-13,6.52540324390466e-11,33,1144804,0,716077,1860881,9573.86,762e4ef0e23a,"These data originate from real-world experiments in the natural sciences. Args: Ef, epsilon: Independent variables (anonymized) params: Array of numeric constants or parameters to "
srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044146,/data3/zhangziwen/experiments/1.llm_background_ablation/srbench1-0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044146,success,2025-11-28T04:41:46.344112+08:00,2025-11-27T20:41:46.344129Z,1314,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Named__s10,srbench1.0_feynman_ii_8_31,srbench1.0,feynman_ii_8_31,srbench1.0/feynman/feynman_II_8_31/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s10,1.llm_background_ablation,srbench1.0_feynman_ii_8_31__llmsr__4omini__L2_SciPrior_Named__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,251,251,6.2449047158215325e-15,1.0255114467001295e-12,829,892832,0,608025,1500857,7918.78,d3915dcad3c9,"These data originate from real-world experiments in the natural sciences. Args: Ef represents the electric field strength, epsilon represents the electric permittivity, params: Arr"
